5.72343E+17,racism
5.72341E+17,racism
5.7234E+17,racism
5.72335E+17,racism
5.72333E+17,racism
5.75949E+17,racism
5.5166E+17,racism
5.51763E+17,racism
5.51769E+17,racism
5.51769E+17,racism
5.5177E+17,racism
5.5178E+17,racism
5.51784E+17,racism
5.51787E+17,racism
5.51787E+17,racism
5.51788E+17,racism
5.51797E+17,racism
5.51798E+17,racism
5.51798E+17,racism
5.51799E+17,racism
5.51804E+17,racism
5.51807E+17,racism
5.51812E+17,racism
5.51935E+17,racism
5.51935E+17,racism
5.51985E+17,racism
5.52131E+17,racism
5.52133E+17,racism
5.52133E+17,racism
5.52178E+17,racism
5.52243E+17,racism
5.52244E+17,racism
5.52246E+17,racism
5.52246E+17,racism
5.52247E+17,racism
5.52248E+17,racism
5.52249E+17,racism
5.52253E+17,racism
5.52253E+17,racism
5.52253E+17,racism
5.52254E+17,racism
5.52254E+17,racism
5.52255E+17,racism
5.52255E+17,racism
5.52256E+17,racism
5.52256E+17,racism
5.52257E+17,racism
5.52257E+17,racism
5.52257E+17,racism
5.52258E+17,racism
5.52258E+17,racism
5.52258E+17,racism
5.52258E+17,racism
5.52259E+17,racism
5.52259E+17,racism
5.5226E+17,racism
5.5226E+17,racism
5.52261E+17,racism
5.52261E+17,racism
5.52262E+17,racism
5.52263E+17,racism
5.52266E+17,racism
5.52303E+17,racism
5.52305E+17,racism
5.52309E+17,racism
5.52309E+17,racism
5.5231E+17,racism
5.52311E+17,racism
5.52312E+17,racism
5.52313E+17,racism
5.52314E+17,racism
5.52331E+17,racism
5.52332E+17,racism
5.52336E+17,racism
5.52346E+17,racism
5.52349E+17,racism
5.52352E+17,racism
5.52352E+17,racism
5.52353E+17,racism
5.52487E+17,racism
5.52525E+17,racism
5.52525E+17,racism
5.52526E+17,racism
5.52527E+17,racism
5.52527E+17,racism
5.52528E+17,racism
5.52528E+17,racism
5.5253E+17,racism
5.52531E+17,racism
5.52531E+17,racism
5.52532E+17,racism
5.52532E+17,racism
5.52533E+17,racism
5.52533E+17,racism
5.52533E+17,racism
5.52534E+17,racism
5.52534E+17,racism
5.52534E+17,racism
5.52534E+17,racism
5.52536E+17,racism
5.52536E+17,racism
5.52553E+17,racism
5.52554E+17,racism
5.52555E+17,racism
5.52555E+17,racism
5.52557E+17,racism
5.52558E+17,racism
5.52558E+17,racism
5.52559E+17,racism
5.52559E+17,racism
5.52559E+17,racism
5.5256E+17,racism
5.52567E+17,racism
5.52568E+17,racism
5.52568E+17,racism
5.52568E+17,racism
5.52569E+17,racism
5.52569E+17,racism
5.52569E+17,racism
5.5257E+17,racism
5.52579E+17,racism
5.52579E+17,racism
5.52599E+17,racism
5.52603E+17,racism
5.52603E+17,racism
5.52603E+17,racism
5.52603E+17,racism
5.52604E+17,racism
5.52604E+17,racism
5.52604E+17,racism
5.52605E+17,racism
5.52606E+17,racism
5.52606E+17,racism
5.52608E+17,racism
5.52608E+17,racism
5.52621E+17,racism
5.52691E+17,racism
5.52692E+17,racism
5.52692E+17,racism
5.52693E+17,racism
5.52702E+17,racism
5.52703E+17,racism
5.52704E+17,racism
5.52705E+17,racism
5.52709E+17,racism
5.5271E+17,racism
5.52711E+17,racism
5.52712E+17,racism
5.52712E+17,racism
5.52712E+17,racism
5.52714E+17,racism
5.52715E+17,racism
5.52832E+17,racism
5.52833E+17,racism
5.52835E+17,racism
5.52852E+17,racism
5.52853E+17,racism
5.52853E+17,racism
5.52854E+17,racism
5.52855E+17,racism
5.52856E+17,racism
5.52857E+17,racism
5.52857E+17,racism
5.52862E+17,racism
5.52864E+17,racism
5.52872E+17,racism
5.52873E+17,racism
5.52873E+17,racism
5.52885E+17,racism
5.52886E+17,racism
5.52887E+17,racism
5.52887E+17,racism
5.52888E+17,racism
5.52889E+17,racism
5.52924E+17,racism
5.52927E+17,racism
5.52927E+17,racism
5.52936E+17,racism
5.52945E+17,racism
5.52945E+17,racism
5.53005E+17,racism
5.53006E+17,racism
5.53007E+17,racism
5.53007E+17,racism
5.53008E+17,racism
5.53008E+17,racism
5.53009E+17,racism
5.5301E+17,racism
5.53011E+17,racism
5.53011E+17,racism
5.53012E+17,racism
5.53015E+17,racism
5.53016E+17,racism
5.53017E+17,racism
5.53018E+17,racism
5.5302E+17,racism
5.53022E+17,racism
5.53023E+17,racism
5.53025E+17,racism
5.53028E+17,racism
5.53028E+17,racism
5.53029E+17,racism
5.53057E+17,racism
5.53062E+17,racism
5.53073E+17,racism
5.53076E+17,racism
5.53078E+17,racism
5.5308E+17,racism
5.5308E+17,racism
5.53082E+17,racism
5.53207E+17,racism
5.53208E+17,racism
5.53209E+17,racism
5.5321E+17,racism
5.53229E+17,racism
5.53267E+17,racism
5.53358E+17,racism
5.53359E+17,racism
5.5336E+17,racism
5.53361E+17,racism
5.534E+17,racism
5.53401E+17,racism
5.53402E+17,racism
5.53402E+17,racism
5.53402E+17,racism
5.53403E+17,racism
5.53403E+17,racism
5.53404E+17,racism
5.53404E+17,racism
5.53405E+17,racism
5.53405E+17,racism
5.53632E+17,racism
5.53693E+17,racism
5.53698E+17,racism
5.53699E+17,racism
5.53944E+17,racism
5.53944E+17,racism
5.53945E+17,racism
5.53947E+17,racism
5.53949E+17,racism
5.53982E+17,racism
5.53983E+17,racism
5.53983E+17,racism
5.53984E+17,racism
5.53984E+17,racism
5.54019E+17,racism
5.54021E+17,racism
5.54029E+17,racism
5.54038E+17,racism
5.54045E+17,racism
5.5407E+17,racism
5.54112E+17,racism
5.54125E+17,racism
5.54126E+17,racism
5.54126E+17,racism
5.54127E+17,racism
5.54129E+17,racism
5.54129E+17,racism
5.54133E+17,racism
5.54133E+17,racism
5.54136E+17,racism
5.54137E+17,racism
5.54138E+17,racism
5.54138E+17,racism
5.54145E+17,racism
5.54145E+17,racism
5.54155E+17,racism
5.54157E+17,racism
5.54157E+17,racism
5.54157E+17,racism
5.54159E+17,racism
5.54163E+17,racism
5.54415E+17,racism
5.54415E+17,racism
5.54672E+17,racism
5.54673E+17,racism
5.54673E+17,racism
5.54674E+17,racism
5.54704E+17,racism
5.54781E+17,racism
5.5485E+17,racism
5.54853E+17,racism
5.54855E+17,racism
5.54856E+17,racism
5.55019E+17,racism
5.5502E+17,racism
5.55021E+17,racism
5.55021E+17,racism
5.55023E+17,racism
5.5503E+17,racism
5.551E+17,racism
5.55104E+17,racism
5.55144E+17,racism
5.55146E+17,racism
5.55151E+17,racism
5.55152E+17,racism
5.55152E+17,racism
5.55153E+17,racism
5.55153E+17,racism
5.55154E+17,racism
5.55155E+17,racism
5.55155E+17,racism
5.55156E+17,racism
5.55156E+17,racism
5.55156E+17,racism
5.55157E+17,racism
5.55158E+17,racism
5.55159E+17,racism
5.55159E+17,racism
5.55166E+17,racism
5.55167E+17,racism
5.55168E+17,racism
5.5517E+17,racism
5.55194E+17,racism
5.55197E+17,racism
5.55197E+17,racism
5.55198E+17,racism
5.55199E+17,racism
5.552E+17,racism
5.552E+17,racism
5.55201E+17,racism
5.55201E+17,racism
5.55201E+17,racism
5.55202E+17,racism
5.55203E+17,racism
5.55203E+17,racism
5.55204E+17,racism
5.55204E+17,racism
5.55208E+17,racism
5.55209E+17,racism
5.5521E+17,racism
5.55211E+17,racism
5.55212E+17,racism
5.55212E+17,racism
5.55212E+17,racism
5.5522E+17,racism
5.55221E+17,racism
5.55222E+17,racism
5.55244E+17,racism
5.55381E+17,racism
5.55381E+17,racism
5.55382E+17,racism
5.55386E+17,racism
5.55388E+17,racism
5.55443E+17,racism
5.55444E+17,racism
5.5545E+17,racism
5.55451E+17,racism
5.55452E+17,racism
5.55503E+17,racism
5.55503E+17,racism
5.55504E+17,racism
5.55535E+17,racism
5.55535E+17,racism
5.55536E+17,racism
5.55536E+17,racism
5.55536E+17,racism
5.55559E+17,racism
5.55811E+17,racism
5.55812E+17,racism
5.55812E+17,racism
5.55812E+17,racism
5.55813E+17,racism
5.55813E+17,racism
5.55814E+17,racism
5.55814E+17,racism
5.55815E+17,racism
5.55825E+17,racism
5.55826E+17,racism
5.55826E+17,racism
5.55827E+17,racism
5.55827E+17,racism
5.55827E+17,racism
5.5583E+17,racism
5.55832E+17,racism
5.55876E+17,racism
5.55883E+17,racism
5.55883E+17,racism
5.55889E+17,racism
5.55905E+17,racism
5.55907E+17,racism
5.55908E+17,racism
5.55909E+17,racism
5.55909E+17,racism
5.55915E+17,racism
